bioID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
hamanra01,,Ray,H.,Hamann,,,,,G-F,0,0,76,205,Wisconsin,,19-08-11,Yankton,SD,USA,Yankton,Yankton,SD,USA,07-05-05,W
hanksbi01,,Billy Joe,,Hanks,,,,,C,0,0,76,190,Drury (MO),,16-10-29,,,,,,,,26-03-09,W
hannaji01,,Jim,,Hanna,,,,,,0,0,80,230,Southern California,,30-05-38,,,,Poly,Los Angeles,CA,USA,0000-00-00,W
hanshbo01,,Bob,,Hanshaw,,,,,F,0,0,72,180,none,,0000-00-00,,,,,,,,0000-00-00,W
hapacbi01,,William,J.,Hapac,,,,"Bill, Wild Bill",F-G,0,0,74,188,Illinois,,26-01-18,Cicero,IL,USA,Morton,Cicero,IL,USA,09-03-67,W
harmale01,,Lee,,Harman,,,,,,0,0,72,190,Oregon State,,31-08-36,(ht) Los Angeles,CA,USA,University,Westwood,CA,USA,0000-00-00,W
harrilu02,,Luther,,Harris,,,,,F-G,0,0,75,195,none?,,0000-00-00,Wood River,IL,USA,East Alton-Wood River,Wood River,IL,USA,0000-00-00,W
harrimi02,,Millard,,Harris,,,,,C,0,0,79,0,Winston-Salem State,,0000-00-00,(ht) North Wilkesboro,NC,USA,,,,,0000-00-00,B
hartmhu01,,Pierre,,Hartman,,,,Huck,C,0,0,79,205,Washington & Jefferson,Pittsburgh?,0000-00-00,Salina,PA,USA,New Kensington,New Kensington,PA,USA,26-03-46,W
harvedo02,,Don,,Harvey,,,,,G-F,0,0,71,180,Missouri,,0000-00-00,,,,,,,,0000-00-00,W
hashuni01,,Nick,,Hashu,,,,,F-C-G,0,0,73,195,Valparaiso,Michigan State,0000-00-00,(ht) Hammond,IN,USA,Hammond,Hammond,IN,USA,0000-00-00,W
haskiha01,,Harold,,Haskins,,,,Hal,F,0,0,75,185,Hamline,,29-10-24,Page,ND,USA,Alexandria,Alexandria,MN,USA,0000-00-00,W
hassmbo01,,Robert,,Hassmiller,,,,Bob,G,0,0,73,185,Fordham,,17-12-16,,,,,,,,0000-00-00,W
hawkiea01,,Earl,,Hawkins,,,,,F,0,0,76,225,Auburn,,0000-00-00,,,,,,,,0000-00-00,W
hawlech01,,Chuck,,Hawley,,,,,G-F,0,0,75,195,none,,0000-00-00,,,,,,,,0000-00-00,W
hayesra01,,Ray,,Hayes,,,,,G-F,0,0,72,180,Chicago,,0000-00-00,,,,,,,,0000-00-00,W
headga01,,Garland,M.,Head,,,,,G-F,0,0,74,185,Texas Tech,,16-10-21,(ht) Clovis,NM,USA,,,,,13-03-91,W
hecompe01,,Peter,A.,Hecomovich,,,,Pete,G,0,0,76,205,Idaho,,13-06-18,,,,,,,,21-05-93,W
helmscl01,,Cletis,,Helms,,,,Clete,C,0,0,77,220,Central Missouri State,,0000-00-00,,,,Eldon,Eldon,MO,USA,0000-00-00,W
hendecu01,,Curt,,Henderson,,,,,G,0,0,68,150,Southern Illinois,,0000-00-00,,,,,,,,0000-00-00,W
henkech01,,Charles,,Henke,,,,Charlie,C,0,0,79,205,Missouri,,10-10-39,Malta Bend,MO,USA,Malta Bend,Malta Bend,MO,USA,0000-00-00,W
hennial01,,Al,,Henningsen,,,,,F,0,0,78,205,Maryville State  (NW Missouri),,0000-00-00,,,,Atlantic,Atlantic,IA,USA,0000-00-00,W
hermapa01,,Paul,,Herman,,,,,G,0,0,73,175,Tennessee,,0000-00-00,,,,,,,,0000-00-00,W
herrsri01,,Richard,Franklin,Herrscher,,,,"Rick, Rich",F,0,0,74.5,185,Southern Methodist,,03-11-36,St. Louis,MO,USA,Cleveland,St. Louis,MO,USA,0000-00-00,W
hesikge01,,George,,Hesik,,,,,F-C,0,0,74,195,Marquette,,15-06-13,,,,,,,,18-04-94,W
hickepa01,,Paul,,Hickey,,,,,G-F,0,0,75,180,Denver,,0000-00-00,,,,,,,,0000-00-00,W
hickspa01,,Paul,,Hicks,,,,,G,0,0,75,195,Eastern Kentucky,,0000-00-00,,,,,,,,0000-00-00,W
higgiji01,,Jim,,Higgins,,,,,C,0,0,80,0,none,,0000-00-00,,,,,,,,0000-00-00,W
hilgeji01,,James,,Hilgemann,,,,"Jim, Wiggles",G,0,0,71,170,Toledo,,22-12-16,,,,,,,,0000-00-00,W
hillmo01,,Mortimer,C.,Hill,,,,Mort,G,0,0,73,175,Cal. St.-Santa Barbara,Glendale JC,24-10-22,,,,Herbert Hoover,Glendale,CA,USA,06-10-77,W
hintzpa01,,Pat,,Hintz,,,,,G,0,0,72,175,Toledo,,0000-00-00,,,,Washington,Massilon,OH,USA,0000-00-00,W
hittjo01,,Joel,Reuben,Hitt,,,Jr.,,C-F,0,0,74,180,Mississippi College,,30-12-16,Goss,MS,USA,Clinton,Clinton,MS,USA,02-06-03,W
hoeksjo01,,John,B.,Hoekstra,,,,Johnny,C,0,0,77,225,Gallagher Business School,,07-11-17,Wichert,IL,USA,St. Anne,St. Anne,IL,USA,25-10-06,W
hoffmho01,,Howard,,Hoffman,,,,Howie,G-F,0,0,76,195,Purdue,,0000-00-00,,,,,,,,0000-00-00,W
hogange01,,George,,Hogan,,,,,G-F,0,0,73,170,Loyola (IL),,0000-00-00,,,,,,,,0000-00-00,W
hollabi01,,Bill,,Holland,,,,,C-F,0,0,77,210,Edinboro,,0000-00-00,,,,,,,,0000-00-00,W
holmbo01,,Robert,C.,Holm,,,,"Bob, Bobby",G,0,0,72,200,Seton Hall,,22-01-19,,,,,,,,14-04-02,W
holmeif01,,Claude,,Holmes,,,,Ife,G,0,0,66,150,DePauw,,15-08-05,Warren,IN,USA,,,,,27-01-85,W
homerji01,,James,,Homer,,,,Jim,F-C-G,0,0,77,220,Alabama,,0000-00-00,Columbus,GA,USA,Columbus,Columbus,GA,USA,0000-00-00,W
hubbame01,,Merrill,Smith,Hubbard,,,,,F,0,0,76,205,Hamline,,19-10-25,St. Paul,MN,USA,Marshall,St. Paul,MN,USA,03-12-02,W
huberle01,,Lee,G.,Huber,,,,,G,0,0,72,175,Kentucky,,06-02-19,Louisville,KY,USA,St. Xavier,Louisville,KY,USA,22-09-05,W
hudsoro01,,Roosevelt,,Hudson,,,,Roosie,G,0,0,72,160,Morris Brown,Xavier (NO) ?,15-07-15,,,,,,,,0000-00-00,B
huffmma01,,Marvin,,Huffman,,,,Marv,F,0,0,74,185,Indiana,,14-03-17,,,,New Castle,New Castle,IN,USA,0000-00-00,W
huffmve01,,Vernon,R.,Huffman,,,,Vern,F,0,0,74,215,Indiana,,18-12-14,Moreland,IN,USA,New Castle,New Castle,IN,USA,18-03-95,W
hullha01,,Harold,M.,Hull,,,,,F,0,0,76,190,NW Missouri State,,16-05-20,,,,,,,,05-05-88,W
hurlehe01,,Herb,,Hurley,,,,,G,0,0,73,185,Murray State,,0000-00-00,,,,,,,,0000-00-00,W
hutchda01,,Darwin,,Hutchins,,,,Dar,C-F,0,0,77,195,Bradley,,09-12-15,,,,Thornton,Harvey,IL,USA,0000-00-00,W
hutchha01,,Harold,T.,Hutcheson,,,,Hal,G-F,0,0,77,190,Maryville Teachers,NW Missouri State ?,16-05-20,(ht) Hopkins,MO,USA,,,,,17-09-91,W
hutchhe01,,Herb,,Hutchinson,,,,Reindeer,F-G,0,0,0,0,none,,0000-00-00,(ht) Dayton,OH,USA,Ostrander,Ostrander,OH,USA,0000-00-00,W
hyattar01,,Art,,Hyatt,,,,,G,0,0,74,190,none,,0000-00-00,,,,,,,,0000-00-00,W
ingeral01,,Albert,R.,Ingerman,,,,"Albie, Al",G,0,0,69,160,Temple,,04-12-25,Philadelphia,PA,USA,Central,Philadelphia,PA,USA,05-04-10,W
isaacbo01,,Bob,,Isaacs,,,,,F,0,0,75,170,Arkansas State,,0000-00-00,,,,,,,,0000-00-00,W
isaacjo01,,John,,Isaacs,,,,Johnny,G,0,0,75,190,none,,15-09-15,,,PAN,Textile,New York,NY,USA,26-01-09,B
jabloge01,,George,,Jablonsky,,,,Jabbo,C,0,0,79,215,Milwaukee State Teachers,,0000-00-00,,,,,,,,0000-00-00,W
jacksmi03,,Milt,,Jackson,,,,,C,0,0,75,190,Loyola (LA),,0000-00-00,,,,St. Aloysius,New Orleans,LA,USA,0000-00-00,W
jacksst03,Stu,Stan,,Jackson,,,,,F,0,0,0,0,Syracuse,,0000-00-00,,,,,,,,0000-00-00,W
jacob01,,,,Jacob,,,,,,0,0,0,0,,,0000-00-00,,,,,,,,0000-00-00,W
jacobst01,,Stub,,Jacobson,,,,,C,0,0,78,0,,,0000-00-00,,,,,,,,0000-00-00,W
jagnolo01,,Louis,E.,Jagnow,,,,Lou,G,0,0,73,180,Carnegie-Mellon,,31-07-10,Jackson,MI,USA,,,,,26-03-07,W
james01,,,,James,,,,,F,0,0,0,0,,,0000-00-00,,,,,,,,0000-00-00,W
jamesma01,,Max,,Jameson,,,,,F,0,0,76,215,Kentucky State,,03-02-35,,,,,,,,0000-00-00,B
jennija01,,Jack,,Jennings,,,,,C-F,0,0,78,195,Washington State,,0000-00-00,,,,,,,,0000-00-00,W
jeskobi01,,William,,Jesko,,,,Bill,G-F,0,0,70,170,Pittsburgh,,0000-00-00,,,,South,Pittsburgh,PA,USA,0000-00-00,W
joachch01,,Charles,,Joachim,,,,"Pappy, Charlie",G-F,0,0,74,184,Mount Union,,21-07-20,,,,Youngstown East,Youngstown,OH,USA,17-03-02,W
johnsal02,,Al,,Johnson,,,,Big Train,F,0,0,75,210,Illinois,,0000-00-00,,,,,,,,0000-00-00,B
johnsbo01,,Robert,A.,Johnson,,,,Bob,G,0,0,74,170,Pittsburgh,,0000-00-00,,,,Belleview,Pittsburgh,PA,USA,0000-00-00,W
johnsel01,,Elmer,,Johnson,,,,,F-C,0,0,76,190,Northwestern,,0000-00-00,,,,,,,,0000-00-00,W
johnsha02,,Harry,,Johnson,,,,,F,0,0,75,174,none,,0000-00-00,,,,,,,,0000-00-00,W
johnsma03,,Morris,,Johnson,,,,"Swede, Mally",F-G,0,0,69,0,North Carolina State,,0000-00-00,,,,,,,,0000-00-00,W
johnsra02,,Rallo,Ray,Johnson,,,,,F,0,0,78,210,Utah State,,16-04-26,,,,,,,,19-01-08,W
johnsro02,,Rossie,,Johnson,,,III,,,0,0,76,190,Tennessee A&I,,14-09-38,,,,,Gallatin,TN,USA,0000-00-00,B
jonesbi02,,William,McNeil,Jones,,,,Bill,F,0,0,72,185,Toledo,,03-02-14,Toledo,OH,USA,Woodward (played) / Libbey (dnp),Toledo,OH,USA,09-04-06,B
jonesca02,,Casey,C.,Jones,,,,,G,0,0,74,175,Knoxville,U. Toledo (DNP),14-06-15,Princeton,KY,USA,Scott,Toledo,OH,USA,02-04-02,B
jordake01,,Ken,,Jordan,,,,,F,0,0,74,180,Xavier (OH),,0000-00-00,,,,,,,,0000-00-00,W
joyceji01,,Jimmy,,Joyce,,,,,F,0,0,77,195,Temple,,0000-00-00,,,,,,,,0000-00-00,W
juntupa01,,Paul,,Juntunen,,,,,G-F,0,0,73,180,Wayne State,,0000-00-00,,,,,,,,0000-00-00,W
kaediji01,,James,T.,Kaeding,,,,Jim,F,0,0,74,155,York JC,,04-11-22,,,,,,,,20-08-90,W
kaediwa01,,Wayne,,Kaeding,,,,,,0,0,0,0,York JC,,0000-00-00,,,,,,,,0000-00-00,W
kaisero01,,Roger,A.,Kaiser,,,,,G,0,0,72.5,190,Georgia Tech,,07-04-38,Dale,IN,USA,Dale,Dale,IN,USA,0000-00-00,W
kasetto01,,Anthony,J.,Kaseta,,,,Tony,C,0,0,80,220,none,,09-09-23,,,,Northern,Detroit,MI,USA,19-01-95,W
kasneju01,,Julius,,Kasner,,,,Jules,G,0,0,73,170,LIU,Brooklyn College,23-10-17,,,,,,,,15-02-07,W
kellebo01,,Bob,,Keller,,,,,,0,0,78,210,North Carolina A&T,,17-08-37,,,,,,,,0000-00-00,B
kelleja01,,Jack,G.,Keller,,,,,F-G,0,0,74,185,none,,0000-00-00,Fort Wayne,IN,USA,North,Fort Wayne,IN,USA,02-05-12,W
kellyto02,,Tony,,Kelly,,,,,G,0,0,73,165,DePaul,,0000-00-00,,,,Mt. Carmel,Chicago,IL,USA,0000-00-00,W
kennela01,,Larry,,Kenney,,,,,C,0,0,0,0,St. Joseph's (PA),,0000-00-00,,,,,,,,0000-00-00,W
kennepa01,,Pat,,Kennelly,,,,,,0,0,0,0,Southeastern Louisiana,,0000-00-00,,,,,,,,0000-00-00,W
kennewa01,,Walter,,Kennedy,,,,Walt,,0,0,80,230,Florida A&M,,0000-00-00,,,,,,,,0000-00-00,B
kerbeot01,,Otto,,Kerber,,,,,G,0,0,74,175,DePaul,,0000-00-00,,,,Lane Tech,Chicago,IL,USA,0000-00-00,W
kernwe01,,Weldon,,Kern,,,,,G,0,0,69,145,Oklahoma A&M,,0000-00-00,,,,,,,,0000-00-00,W
kersuwa01,,Walter,T.,Kersulis,,,,,F,0,0,76,195,Illinois,,08-11-26,,,,East St. Louis,East St. Louis,IL,USA,14-04-73,W
kesslbo01,,Robert,L.,Kessler,,,,"Bob, Charley",F,0,0,72,165,Purdue,,25-11-14,Indianapolis,IN,USA,Anderson,Anderson,IN,USA,05-09-01,W
kessypa01,,Paul,,Kessy,,,,,F-C,0,0,75,170,Wisconsin-Milwaukee,,0000-00-00,,,,,,,,0000-00-00,W
kingdo01,,William,,King,,,,Dolly,C-F,0,0,76,217,LIU,,15-11-16,,,,Alexander Hamilton,Brooklyn,NY,USA,29-01-69,B
kingle01,,LeRoy,,King,,,,,C,0,0,79,200,Monmouth,Northwestern,0000-00-00,,,,,,,,0000-00-00,W
kingwi01,,Willie,,King,,,,,G,0,0,67,0,none,,0000-00-00,,,,,,,,0000-00-00,B
kinnejo01,,Joe,,Kinney,,,,,C,0,0,78,0,West Virginia Wesleyan,,0000-00-00,,,,,,,,0000-00-00,W
kirklda01,,Dan,,Kirkland,,,,Don?,C,0,0,77,190,Georgia,,0000-00-00,,,,,,,,0000-00-00,W
kirklo01,,Lowery,,Kirk,,,,,F,0,0,77,195,Memphis State,,28-03-38,,,,Middleton,Middleton,TN,USA,0000-00-00,W
kittebo01,,Robert,,Kitterman,,,,Bob,G-F,0,0,72,180,Burlington JC,,0000-00-00,,,,Burlington,Burlington,IA,USA,0000-00-00,W
kleindi01,,Dick,Oland,Klein,,,,,C-F,0,0,75,215,Northwestern,,16-09-20,Fort Madison,IA,USA,,,,,10-10-00,W
knoblbu01,,Bernard,,Knoblauch,,,,Buzz,F,0,0,73,170,Carroll (WI),,0000-00-00,,,,Tomah,Tomah,WI,USA,0000-00-00,W
kohlmbo01,,Bob,,Kohlmeyer,,,,,F-G,0,0,73,180,Evansville,,0000-00-00,,,,Evansville Central,Evansville,IN,USA,0000-00-00,W
kolared01,,Eddie,,Kolar,,,,,G,0,0,70,170,none,,0000-00-00,,,,Morton Township,Morton,IL,USA,0000-00-00,W
kolarot01,,Otto,,Kolar,,,,,G-F-C,0,0,75,180,Wisconsin-Oshkosh,,07-12-11,,,,Morton Township,Morton,IL,USA,10-04-95,W
komenbi01,,William,,Komenich,,,,Bill,F-G,0,0,75,210,Marquette,,0000-00-00,,,,,,,,0000-00-00,W
korovha01,,Harold,,Korovin,,,,Hal,C-G,0,0,77,205,CCNY,,0000-00-00,,,,,,,,0000-00-00,W
kotzjo01,,John,,Kotz,,,,,F,0,0,75,200,Wisconsin,,27-03-19,Rhinelander,WI,USA,Rhinelander,Rhinelander,WI,USA,08-05-99,W
kraffvi01,,Victor,E.,Krafft,,,,Vic,G,0,0,75,195,none,,03-06-19,,,,,,,,21-11-91,B
krallbi01,,William,,Krall,,,,Bill,C-F,0,0,79,200,Michigan State,,21-10-21,,,,Redford,Detroit,MI,USA,0000-00-00,W
kramebo01,,Bob,,Kramer,,,,,G-F,0,0,75,0,North Carolina,,0000-00-00,,,,,,,,0000-00-00,W
krausdi01,,Bill,,Kraus,,,,Dick,F,0,0,75,190,West Virginia,,0000-00-00,,,,,,,,0000-00-00,W
krusejo01,,Joseph,R.,Kruse,,,,Joe,G,0,0,74,200,Xavier (OH),,09-09-14,,,,,,,,18-01-03,W
krzosra01,,Raymond,R.,Krzoska,,,,Ray,G,0,0,74,190,Milwaukee State Teachers,,28-10-18,Jennings,WI,USA,Riverside,Milwaukee,WI,USA,05-04-06,W
kubilvi01,,Vito,,Kubilus,,,,,G,0,0,73,180,Ohio College of Chiropody,,29-06-14,,,,,,,,0000-00-00,W
kuplile01,,James,Leslie,Kuplic,,,,"Les, Leslie",F,0,0,75,200,Beloit,,23-09-11,Manitowoc,WI,USA,,,,,22-07-68,W
kuppeed01,,Edward,,Kupper,,,,Ed,F,0,0,74,185,Louisville,,19-11-23,(ht) Shively,KY,USA,Valley,Valley Station,KY,USA,0000-00-00,W
kwelled01,,Edward,L.,Kweller,,,,Ed,C,0,0,77,225,Duquesne,,27-01-15,,,,,,,,01-04-03,W
lalicni01,,Nikola,A.,Lalich,,,,Nick,G,0,0,74,220,Ohio University,Columbia (grad school),08-05-16,Lorain,OH,USA,,,,,11-05-01,W
lallege01,,Eugene,,Lalley,,,,Gene,G,0,0,69,160,Creighton,,16-08-22,Des Moines,IA,USA,Dowling,Des Moines,IA,USA,0000-00-00,W
lambeha01,,Harold,,Lambert,,,,,G,0,0,72,180,Rice,,0000-00-00,,,,,,,,0000-00-00,W
lammebu01,,Emerald,Ford,Lamme,,,,Buck,G,0,0,74,180,Ohio Wesleyan,,02-07-05,,,,Ostrander,Ostrander,OH,USA,04-09-57,W
landoja01,,Jack,,Landon,,,,,G,0,0,72,170,Oklahoma,,0000-00-00,,,,,,,,0000-00-00,W
lanebi01,,Bill,,Lane,,,,,F-C,0,0,76,220,Michigan,,0000-00-00,,,,Eastern,Detroit,MI,USA,0000-00-00,W
langedi01,,Dick,,Lange,,,,,F,0,0,0,0,,,0000-00-00,,,,,,,,0000-00-00,W
langera01,,Ralph,,Langer,,,,,C,0,0,79,200,Creighton,,0000-00-00,,,,,,,,0000-00-00,W
lathage01,,George,W. Truett,Latham,,,,"Red, Pete",F,0,0,75,185,Louisiana Tech,NW Louisiana (dnp) Masters degree,20-08-27,Converse,LA,USA,Converse,Converse,LA,USA,15-02-99,W
lathage02,,Gene,,Latham,,,,,G,0,0,70,165,Indiana,,0000-00-00,,,,Evansville Central,Evansville,IN,USA,0000-00-00,W
latteda01,,Dave,,Latter,,,,,C-F,0,0,78,210,none,,0000-00-00,,,,Leslie,Leslie,MI,USA,0000-00-00,W
laughbi01,,Bill,,Laughlin,,,,,F,0,0,74,185,Washington & Jefferson,,0000-00-00,,,,,,,,0000-00-00,W
lauteru01,,Reuben,,Lautenschlager,,,,Rube,F-G-C,0,0,75,190,Wisconsin-Oshkosh,,07-09-15,,,,Oshkosh,Oshkosh,WI,USA,05-01-92,W
lawryto01,,Thomas,J.,Lawry,,,Sr.,Tim,F,0,0,70,155,Pittsburgh,,01-08-11,,,,Allegheny,Pittsburgh,PA,USA,19-09-99,W
leehe01,,Herbert,,Lee,,,,"Herb, Herbie",G,0,0,72,200,Indiana,,23-01-40,,,,South Bend Central,South Bend,IN,USA,0000-00-00,B
leekase01,,Seward,,Leeka,,,,Sew,G,0,0,73,185,Iowa,North Carolina State,15-09-07,,,,,,,,0000-00-00,W
leera01,,,,Leerah,,,,,G,0,0,0,0,,,0000-00-00,,,,,,,,0000-00-00,W
lenhajo01,,John,,Lenhart,,,,Johnny,F,0,0,76,180,Colgate,,04-12-15,,,,Spencerport,Spencerport,NY,USA,24-09-91,W
lesonjo01,,Joseph,,Leson,,,,Joe,F,0,0,74,210,Edinboro,,0000-00-00,,,,Canonsburg,Canonsburg,PA,USA,0000-00-00,W
levinsi01,,Sid,,Levine,,,,,G,0,0,67,185,none,,0000-00-00,,,,,,,,0000-00-00,W
lewined01,,Edmund,,Lewinski,,,,"Ed, Gootch, Gooch",F-C-G,0,0,76,210,Chicago,,10-09-18,,,,Bowen,Chicago,IL,USA,15-04-62,W
lewisga01,,Garmon,,Lewis,,,,,F,0,0,0,0,,,0000-00-00,,,,,,,,0000-00-00,W
liebesa01,,Sam,,Lieberman,,,,,C,0,0,80,0,Lawrence Tech,,0000-00-00,,,,,,,,0000-00-00,W
lillgka01,,Karl,W.,Lillge,,,,,F-G,0,0,0,0,none,,17-07-17,,,,Appleton,Appleton,WI,USA,17-04-94,W
lindbbu01,,Bud,,Lindberg,,,,,G,0,0,72,175,none,,0000-00-00,,,,,,,,0000-00-00,W
linskfr01,,Frank,,Linskey,,,,,G,0,0,74,180,DePaul,,18-08-13,,,,St. Philip,Chicago,IL,USA,03-07-99,W
linsle01,,Leroy,,Lins,,,,,G,0,0,73,175,Rutgers,,21-06-13,,,,,,,,0000-00-00,W
lloydbi01,,Bill,,Lloyd,,,,,G-F,0,0,74,180,St. John's (NY),,0000-00-00,,,,,,,,0000-00-00,W
lonsdsl01,,Charles,,Lonsdorf,,,,Slim,F-C,0,0,75,175,Marquette,,22-03-05,,,,,,,,0000-00-00,W
lorande01,,Delbert,,Loranger,,,,Del,F-G,0,0,75,175,Western Michigan,,17-03-20,(ht) Dearborn,MI,USA,,,,,24-03-03,W
lordjo01,,Joseph,,Lord,,,,Joe,G,0,0,73,175,Villanova,,0000-00-00,,,,,,,,0000-00-00,W
lorenge01,,Eugene,L.,Lorendo,,,,Gene,F,0,0,75,215,Georgia,Northern Iowa / Eveleth JC,07-12-21,,,,,,,,15-04-01,W
lorrada01,,Darrel,,Lorance,,,,,F,0,0,74,185,Missouri,Kentucky,0000-00-00,,,,Conway,Conway,MO,USA,0000-00-00,W
loucksa01,,George,L.,Loucks,,,,Sam,C-F,0,0,76,195,Otterbein,,09-07-15,,,,Canal Winchester,Canal Winchester,OH,USA,04-08-92,W
lowthbo01,,Robert,C.,Lowther,,,,Bobby,F-C,0,0,77,190,Louisiana State,,0000-00-00,Alexandria,LA,USA,,,,,0000-00-00,W
loydca01,,Carl,,Loyd,,,,,G,0,0,71,170,Notre Dame,,0000-00-00,,,,Woodrow Wilson,South Bend,IN,USA,0000-00-00,W
lussoem01,,Emil,G.,Lussow,,,,,F,0,0,73,215,Dubuque,,12-03-22,,,,,,,,0000-00-00,W
lynchlo01,,Richard,C.,Lynch,,,,"Looper, Dick",F,0,0,76,210,Loras,,12-03-24,,,,Loras Academy,Dubuque,IA,USA,25-04-04,W
lytlebo01,,Robert,,Lytle,,,,Red,F,0,0,76,180,Edinboro,,0000-00-00,,,,Warren,Warren,PA,USA,0000-00-00,W
maclebo01,,Robert,Frederick,MacLeod,,,,"Bob, Wildfire",F,0,0,72,190,Dartmouth,,15-10-17,Glen Ellyn,IL,USA,Glenbard,Glen Ellyn,IL,USA,13-01-03,W
maddore01,,Joe,,Maddox,,,,Red,F,0,0,72,160,West Texas State,,0000-00-00,,,,,,,,0000-00-00,W
madseal01,,Al,,Madsen,,,,,G,0,0,70,170,Texas,,0000-00-00,,,,Boys Tech,Milwaukee,WI,USA,0000-00-00,W
mahneja01,,John,F.,Mahnen,,,,Jack,F,0,0,76,190,Toledo,Loyola (CA),23-04-24,,,,,,,,0000-00-00,W
makipa01,,Paul,E,Maki,,,,,G,0,0,73,175,Minnesota,,01-02-18,Aurora,MN,USA,Aurora,Aurora,MN,USA,04-09-74,W
malacre01,,George,J.,Malackany,,,,Red,G,0,0,69,165,Duquesne,,03-05-13,,,,,,,,20-12-83,W
malaned01,,Edmund,,Malanowicz,,,,Eddie,C,0,0,75,220,Buffalo,,30-12-10,Buffalo,NY,USA,Fosdick-Masten,Buffalo,NY,USA,0000-00-00,W
malokjo01,,John,T.,Malokas,,,,Johnny,G,0,0,71,195,Ohio University,,01-08-16,(ht) Cleveland,OH,USA,,,,,16-04-00,W
manghwa01,,Walter,,Mangham,,,,Walt,F,0,0,75,205,Marquette,,0000-00-00,,,,New Castle,New Castle,PA,USA,0000-00-00,B
masonjo01,,Joel,Gregory,Mason,,Joel Gregory Muleski,,,G,0,0,72,195,Western Michigan,Texas,12-03-12,Iron River,MI,USA,Stambaugh,Stambaugh,MI,USA,31-10-95,W
mauerke01,,Kenny,,Mauer,,,,Ken,G,0,0,74,180,St. Thomas,,0000-00-00,,,,,,,,0000-00-00,W
mauryfr01,,Frank,,Maury,,,,X,G,0,0,65,155,none,,0000-00-00,,,,,,,,0000-00-00,W
mazzaba01,,Albert,,Mazza,,,,Babe,F,0,0,73,190,Marshall,,06-02-22,Clarksburg,WV,USA,Washington Irving,Clarksburg,WV,USA,12-09-08,W
mcadajo01,,John,,McAdams,,,,Johnny,G,0,0,70,147,Ohio Wesleyan,,0000-00-00,(ht) Urbana,OH,USA,Urbana,Urbana,OH,USA,0000-00-00,W
mccahbi01,,William,Glenn,McCahan,,,,Bill,G-F,0,0,71,200,Duke,,07-06-21,Philadelphia,PA,USA,Langhorne,Langhorne,PA,USA,03-07-86,W
mccalpa01,,Paul,,McCall,,,,,F,0,0,74,195,Bradley,,10-10-20,,,,,,,,19-09-97,W
mcclibi01,,William,,McClintock,,,,Bill,F,0,0,75,215,California,Monterrey Peninsula JC,11-06-36,,,,West,Milwaukee,WI,USA,0000-00-00,W
mcclope01,,Leason,,McCloud,,,,Pete,F-C,0,0,71,165,Colorado,,0000-00-00,,,,Newton,Newton,KS,USA,0000-00-00,W
mccolgr01,,Grady,,McCollum,,,,,F-C,0,0,76,195,Western Illinois,,0000-00-00,,,,Bloom Township,Chicago Heights,IL,USA,0000-00-00,B
mccomgo01,,Gordon,,McComb,,,,,G,0,0,70,160,Tennessee-Chattanooga,,01-08-17,,,,Thornton,Harvey,IL,USA,0000-00-00,W
mccon01,,,,McConnell,,,,,G-F,0,0,0,0,Southern Illinois ??,Illinois,0000-00-00,,,,,,,,0000-00-00,W
mccoono01,,Norman,,McCool,,,,,G,0,0,71,170,Purdue,,0000-00-00,,,,Bosse,Evansville,IN,USA,0000-00-00,W
mccoyji01,,Jim,,McCoy,,,,,,0,0,73,180,Marquette,,0000-00-00,,,,Farrell,Farrell,PA,USA,0000-00-00,B
mcderbo01,Bobby,Robert,Frederick,McDermott,,,,"Bobby, Mr. Basketball Man",G,0,0,71,180,none,,07-01-14,Whitestone,NY,USA,Flushing (DNP),Flushing,NY,USA,14-10-63,W
mcdonbi01,,Bill,,McDonald,,,,,G-F,0,0,75,190,Marquette,St. Bede,0000-00-00,,,,Spring Valley,Spring Valley,IL,USA,0000-00-00,W
mcdonbo01,,Bob,,McDonald,,,,,,0,0,79,205,Maryland,,26-12-37,Aldon-Clifton Heights,PA,USA,Lansdowne-Alden,Lansdowne,PA,USA,0000-00-00,W
mcellbo01,,Robert,,McElliott,,,,Bob,C-F,0,0,0,0,St. Viator's,,10-07-15,,,,,,,,0000-00-00,W
mcgeejo01,,John,,McGee,,,,,G,0,0,72,190,Tulane,,0000-00-00,,,,,,,,0000-00-00,W
mcgowvi01,,Vince,,McGowan,,,,,C-F,0,0,78,208,DePaul,,12-08-13,,,,St. Leo's,Chicago,IL,USA,0000-00-00,W
mcmahcu01,,Curtis,,McMahon,,,,Curt,G,0,0,72,150,none,,26-01-15,,,,Waterloo,Waterloo,OH,USA,0000-00-00,W
mcmicmi01,,Marcellus,,McMichael,,,,Mike,G,0,0,74,195,Northwestern,,04-07-15,,,,Roosevelt,Des Moines,IA,USA,13-11-97,W
mcmildo01,,Don,,McMillan,,,,,F,0,0,76,195,Missouri,,0000-00-00,,,,,,,,0000-00-00,W
mcnam01,,,,McNamara,,,,,G,0,0,0,0,,,0000-00-00,,,,,,,,0000-00-00,W
